run_id,operation,profile,mean_point_ns,mean_ci_low_ns,mean_ci_high_ns,median_point_ns,median_ci_low_ns,median_ci_high_ns
2026-08-15-m4-ac-run06,open_1k,MLKEM1024,6156.021704730843,6145.689118363276,6167.56410849004,6133.291360120732,6127.639639639639,6139.771929824561
2026-08-15-m4-ac-run06,open_1k,MLKEM768,6122.414059873781,6117.882622736387,6126.878227915263,6117.480952380953,6115.2733333333335,6120.44618272841
2026-08-15-m4-ac-run06,open_1k,MLKEM768-X25519,6132.466766286487,6124.275109940685,6144.009001455103,6117.60390625,6115.293103448276,6120.83625
2026-08-15-m4-ac-run06,profile_resolution,MLKEM1024,14.692484733488714,14.680899234810656,14.704667910638523,14.690515968993292,14.6875495269079,14.692416822963963
2026-08-15-m4-ac-run06,profile_resolution,MLKEM768,14.35881098619229,14.340073313660767,14.381096352939492,14.35901155625681,14.345470020537887,14.367935313448164
2026-08-15-m4-ac-run06,profile_resolution,MLKEM768-X25519,12.593750797664562,12.550468516141835,12.654500654451544,12.50581045592034,12.491776797562492,12.529632008960256
2026-08-15-m4-ac-run06,seal_1k,MLKEM1024,6150.016234482353,6132.436387012357,6170.382456006228,6113.915417057169,6110.0981481481485,6118.049107142857
2026-08-15-m4-ac-run06,seal_1k,MLKEM768,6110.6072117121685,6102.287952187484,6121.467597767382,6100.0188771929825,6097.4384615384615,6104.166666666667
2026-08-15-m4-ac-run06,seal_1k,MLKEM768-X25519,6115.466412701186,6102.829561007442,6134.587236076559,6097.159672619047,6094.464722222222,6101.541666666667
2026-08-15-m4-ac-run07,activate_receiver,MLKEM1024,209615.91799331567,208895.07286756084,210316.04294856158,210426.92223084887,210140.9649122807,210628.65416666667
2026-08-15-m4-ac-run07,activate_receiver,MLKEM768,141068.14388785415,140477.1585028535,141619.58863211155,141702.2049779087,141313.96719044627,141871.26666666666
2026-08-15-m4-ac-run07,activate_receiver,MLKEM768-X25519,169693.50626648645,169212.8111495395,170128.12907484107,170624.42262402453,170344.23295454544,170802.77096774193
2026-08-15-m4-ac-run07,activate_sender,MLKEM1024,134356.7865320697,134201.18009108969,134607.41268671895,134171.95798975512,134142.61513157896,134210.9375
2026-08-15-m4-ac-run07,activate_sender,MLKEM768,88528.1476117524,88329.54115901774,88762.28670722112,88147.87742820947,88121.25961538461,88165.87619047619
2026-08-15-m4-ac-run07,activate_sender,MLKEM768-X25519,123122.76514054774,123008.89170298238,123248.5590998439,123051.42175925926,123008.6862745098,123082.56481481482
